request_id,k6_endpoint,k6_status,k6_duration_ms,k6_waiting_ms,k6_receiving_ms,nginx_status,nginx_total_ms,nginx_upstream_ms,nginx_connect_ms,nginx_header_ms,gateway_status,gateway_total_ms,gateway_auth_ms,gateway_upstream_ms,gateway_other_ms,k6_minus_nginx_ms,nginx_minus_gateway_ms,k6_minus_gateway_ms
8d1ce0d7-d529-410f-abae-94e8337f7cd1,,,,,,200,81.0,80.0,0.0,80.0,,,,,,,,
6be02d95-91c6-4ff8-8973-ca11b8209718,,,,,,200,99.0,100.0,0.0,100.0,,,,,,,,
ef1061f6-f2e1-4c9e-a9c3-a5598e4abb1d,,,,,,200,120.0,120.0,0.0,120.0,,,,,,,,
11136c86-8a29-4227-9fd3-80bdeac98218,,,,,,200,100.0,100.0,0.0,100.0,,,,,,,,
0fd92e41-9491-445a-bc55-692c5e001537,,,,,,200,76.0,76.0,0.0,76.0,,,,,,,,
ae2756a4-ec13-40fb-b310-a96a321be00d,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
7975a1bf-55b1-458d-ac36-7dfbb6d91034,,,,,,200,131.0,132.0,0.0,132.0,,,,,,,,
5d065a9c-8f04-4e63-881c-7e9b0108f180,,,,,,200,251.0,252.0,0.0,252.0,,,,,,,,
9801d920-08de-46a9-a3f7-dcc2596c74be,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
89c0bbc3-4920-4741-81d4-4c1fca66db64,,,,,,200,89.0,88.0,0.0,88.0,,,,,,,,
b1b3c24f-d6f6-48f3-9f46-a48c36c5bd17,,,,,,200,79.0,80.0,0.0,80.0,,,,,,,,
0abd2850-d4f2-4583-9fc2-7200b3193d23,,,,,,200,74.0,76.0,4.0,76.0,,,,,,,,
b1f95f6b-6b0f-4018-bf80-b2170b121a50,,,,,,200,75.0,72.0,0.0,72.0,,,,,,,,
2310f646-b194-427b-b6ac-12340c76cfe4,,,,,,200,72.0,72.0,0.0,72.0,,,,,,,,
01789d2e-e027-4a11-ada5-febe3076a2ad,,,,,,200,86.0,88.0,4.0,88.0,,,,,,,,
60364177-ad06-440c-939f-20a2dffa2984,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
4bb049fb-498e-4568-9b6d-1dd6fa908356,,,,,,200,76.0,76.0,0.0,76.0,,,,,,,,
842b2653-3396-4e41-9af3-83bb45e4ee4d,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
3a4378b3-28eb-48ca-9b6d-e446031f72c9,,,,,,200,70.0,72.0,0.0,72.0,,,,,,,,
64a7c69f-d032-493d-b226-139da4820ed4,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
c32b9790-fac5-48f5-a448-629209c49e52,,,,,,200,71.0,68.0,0.0,68.0,,,,,,,,
caa49bc4-7fc9-43f6-ad7f-f499930b5559,,,,,,200,75.0,76.0,0.0,76.0,,,,,,,,
dcbc25c5-81bf-45bb-9ec9-54cc7632c13c,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
2eab28f7-0443-4e5f-97a3-674b90712c43,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
0632547d-656b-4e0a-b6dc-8fa1aaf1b868,,,,,,200,70.0,72.0,0.0,72.0,,,,,,,,
649ed8d8-0c7d-4930-a9ca-e4afae2b5238,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
729837c7-2ae1-4cb1-b360-c759acf26d2c,,,,,,200,131.0,132.0,0.0,132.0,,,,,,,,
25a7fbb7-90e0-4c3e-93d8-c6d15ab028e6,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
d90d7722-01e8-48b2-8d76-5ba260dd39fb,,,,,,200,79.0,76.0,0.0,76.0,,,,,,,,
49ef305c-9fa4-40dd-9647-3c5fa610e89d,,,,,,200,99.0,100.0,0.0,100.0,,,,,,,,
b699f4ba-b9f1-49b9-883a-5b5f6927dd33,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
45e67e66-95ae-4911-9651-eddc1b6d066f,,,,,,200,71.0,68.0,0.0,68.0,,,,,,,,
5570f959-8de0-4f44-b147-a619cc445e74,,,,,,200,89.0,92.0,0.0,92.0,,,,,,,,
3d19d8dd-c20b-489e-93bd-fcc1bf407131,,,,,,200,76.0,76.0,4.0,76.0,,,,,,,,
7fa0a536-29fb-460f-a794-472ca829cd69,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
1d08a82e-34fb-48e8-b74c-cc6a2afcbebe,,,,,,200,79.0,80.0,0.0,80.0,,,,,,,,
c6eb78ec-0cd5-462e-bf68-e1ccc795ca55,,,,,,200,141.0,140.0,0.0,140.0,,,,,,,,
61555902-fc3a-4e40-a758-47f3176cc2a3,,,,,,200,93.0,96.0,4.0,96.0,,,,,,,,
39329769-23fe-4395-9078-7c73e7ec45d6,,,,,,200,78.0,76.0,0.0,76.0,,,,,,,,
c4c5606e-a502-490e-9815-49188d445e72,,,,,,200,74.0,76.0,0.0,76.0,,,,,,,,
e201947d-3eb2-4865-ba3c-4b19adf0fe34,,,,,,200,85.0,88.0,0.0,88.0,,,,,,,,
c13da10b-a6d2-4031-bee4-45e25766259a,,,,,,200,107.0,108.0,0.0,108.0,,,,,,,,
627b3adb-c13e-45eb-be8d-11ea4459cb0e,,,,,,200,119.0,120.0,0.0,120.0,,,,,,,,
8db4fde7-294c-46da-87da-da06b9bf9d75,,,,,,200,72.0,68.0,0.0,68.0,,,,,,,,
10c03cdc-8f93-43c8-a732-6aecb0a37e19,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
f5f38a98-ef84-4fdc-8f80-90e744150276,,,,,,200,68.0,68.0,0.0,68.0,,,,,,,,
e118b112-dbd1-4f0b-8560-8bcebc858c7b,,,,,,200,75.0,76.0,0.0,76.0,,,,,,,,
08a09f3d-72ed-4f0d-8691-24110eeebaef,,,,,,200,80.0,80.0,4.0,80.0,,,,,,,,
048b996f-555d-43df-91ec-19f2d239d4e4,,,,,,200,186.0,188.0,4.0,188.0,,,,,,,,
5db95ce7-1463-492e-8430-72a1b7d6e527,,,,,,200,81.0,84.0,0.0,84.0,,,,,,,,
d7cf4f70-de27-4f4c-9624-8f4f54277a44,,,,,,200,81.0,84.0,0.0,84.0,,,,,,,,
c176a52f-9edf-4dde-b7d8-3318a20be452,,,,,,200,82.0,84.0,4.0,84.0,,,,,,,,
4450a9bb-593a-4d72-96df-6b19e9d02f57,,,,,,200,132.0,132.0,0.0,132.0,,,,,,,,
f6e8fdc5-0b97-4b84-b04b-7237751ea979,,,,,,200,93.0,88.0,8.0,88.0,,,,,,,,
abcc92bd-ca08-40bf-b7ae-b5c7b7dddeb1,,,,,,200,75.0,76.0,4.0,76.0,,,,,,,,
b3f0b642-9216-4ed2-bded-33d829565f9e,,,,,,200,76.0,80.0,4.0,80.0,,,,,,,,
70d3d52d-c7c8-47a7-977a-7a94c5993f63,,,,,,200,77.0,76.0,0.0,76.0,,,,,,,,
9e9e52ea-db35-4c07-b4f3-17d86b9333bb,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
0801193a-7c54-4717-8795-8105d5e68a8e,,,,,,200,75.0,76.0,0.0,76.0,,,,,,,,
1dcfbf68-a6c8-484d-ab5d-98388778afbb,,,,,,200,85.0,84.0,0.0,84.0,,,,,,,,
094c9d4a-5bce-4a4c-beac-99ad63737ddd,,,,,,200,76.0,76.0,4.0,76.0,,,,,,,,
620092cc-1325-45a1-8277-58ea51953353,,,,,,200,88.0,84.0,0.0,84.0,,,,,,,,
9a409db7-6e33-4645-9648-6f87b1ab31f9,,,,,,200,101.0,104.0,0.0,104.0,,,,,,,,
ce135892-ecad-44fe-b625-9a9d27010a02,,,,,,200,81.0,80.0,0.0,80.0,,,,,,,,
b035cb42-752f-4a20-b5cc-c7b2e98e259d,,,,,,200,126.0,124.0,0.0,124.0,,,,,,,,
5e8677e8-e500-419b-89fe-c04d60c1475e,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
41b25591-b67a-4cfb-b769-a20849dfe023,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
dd985921-a737-40b7-b90e-8764307e9a8a,,,,,,200,75.0,76.0,0.0,76.0,,,,,,,,
0c4c0d6f-be6a-46c2-b15a-f8c3f32fa856,,,,,,200,74.0,72.0,0.0,72.0,,,,,,,,
23e19d1d-d4b4-4de0-b14a-9c6e1b11c35c,,,,,,200,77.0,80.0,0.0,80.0,,,,,,,,
bf2c691c-01e7-4869-92f4-eff8e9d2f43b,,,,,,200,72.0,72.0,4.0,72.0,,,,,,,,
2a152616-6b02-4e4c-a2ac-15c9f42e1564,,,,,,200,82.0,84.0,0.0,84.0,,,,,,,,
07bf86b1-03d6-4db0-930d-fca4aece7b53,,,,,,200,96.0,96.0,4.0,96.0,,,,,,,,
1487d512-8791-4463-95ee-42700aa03e29,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
99e9adbe-1167-4cdf-808f-c88d0e494936,,,,,,200,74.0,72.0,0.0,72.0,,,,,,,,
f89a7eee-64d5-443d-8c03-44d8b02fc795,,,,,,200,90.0,92.0,4.0,92.0,,,,,,,,
cbc6eb94-f7f4-44c5-85d6-e204f08cdf2d,,,,,,200,106.0,104.0,0.0,104.0,,,,,,,,
721570b2-618b-470d-9aa6-a248c78f372b,,,,,,200,80.0,80.0,4.0,80.0,,,,,,,,
d8466463-2c15-479a-bba3-c6f3538f82d6,,,,,,200,82.0,80.0,0.0,80.0,,,,,,,,
d2760ce6-db5f-44e8-993e-e902ffe8f95e,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
a4ac8437-38e5-45cc-9a0f-3e7ac4672923,,,,,,200,84.0,84.0,0.0,84.0,,,,,,,,
ca8eeb51-9fac-46b1-9b60-fe7a5f24a127,,,,,,200,77.0,76.0,0.0,76.0,,,,,,,,
c2861c94-d0de-46f8-a485-a55482710e81,,,,,,200,138.0,136.0,0.0,136.0,,,,,,,,
573d6efa-313f-4204-aa5f-c2f5bdd230a8,,,,,,200,159.0,156.0,0.0,156.0,,,,,,,,
e46f3312-4517-48db-911c-aec8ce17e7bc,,,,,,200,79.0,80.0,0.0,80.0,,,,,,,,
90d8f6a7-72b2-4929-ad95-4df1ae46fb71,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
80ef20a4-ba00-4a3b-9780-8cdc24ff7cba,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
6c1ff88d-c3e4-461d-8cc3-d26f9cd74f97,,,,,,200,65.0,68.0,0.0,68.0,,,,,,,,
86aa4feb-06dd-4f4d-92a8-3274b4943d60,,,,,,200,72.0,72.0,0.0,72.0,,,,,,,,
3a319d25-6812-4ece-ae11-32fd2bd5e22b,,,,,,200,82.0,84.0,4.0,84.0,,,,,,,,
2784f368-4658-433e-aeda-db4668eefea6,,,,,,200,84.0,80.0,0.0,80.0,,,,,,,,
b7b13a5e-4190-48fa-8b27-f40c153c4351,,,,,,200,101.0,100.0,0.0,100.0,,,,,,,,
c0434dcb-5fb8-46d3-b0c3-10e50882743b,,,,,,200,81.0,80.0,0.0,80.0,,,,,,,,
8fd12c45-a49b-4c58-8863-455d3c5a9c35,,,,,,200,70.0,68.0,0.0,68.0,,,,,,,,
9cb2a0bc-f56b-4a5b-8416-fcac36facfa1,,,,,,200,68.0,68.0,4.0,68.0,,,,,,,,
25a680ab-28e4-4699-bbc0-73d268a7234f,,,,,,200,125.0,124.0,0.0,124.0,,,,,,,,
d82f6fc1-d3e1-427b-9c03-dd3fb5a50d36,,,,,,200,78.0,80.0,0.0,80.0,,,,,,,,
3a704ce6-aaf5-4a7d-9d4b-0e17a2dc2cad,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
45c4e46e-c28d-4eee-928b-426243e318f1,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
1587b18f-3be7-4877-bbde-0f6d7b4f4340,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
2d949be4-3ed1-427b-b2d2-a6172e55dcc3,,,,,,200,79.0,76.0,0.0,76.0,,,,,,,,
f04370a8-eeab-42fd-81ba-cdea38a27e4c,,,,,,200,72.0,72.0,0.0,72.0,,,,,,,,
a96efa7d-c61c-49f1-b1b4-1663b7fa512f,,,,,,200,85.0,84.0,0.0,84.0,,,,,,,,
ec3dc126-b6b3-4864-b8cc-de4f4cf51a8d,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
c2077472-5180-4333-b428-bf0d29a0395d,,,,,,200,158.0,160.0,0.0,160.0,,,,,,,,
a189513d-dfbe-416c-b1de-4ecf25f12f2c,,,,,,200,147.0,144.0,0.0,144.0,,,,,,,,
fc78f055-9b70-403e-9bf8-ca21287a5b41,,,,,,200,158.0,156.0,0.0,156.0,,,,,,,,
92f5f05f-6c5e-4e28-9244-b623e49011cc,,,,,,200,105.0,104.0,0.0,104.0,,,,,,,,
cd268c82-f762-4568-826f-d631f152767b,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
b3d82c07-d6d2-4266-befe-081bb994555e,,,,,,200,95.0,96.0,0.0,96.0,,,,,,,,
57a46312-b210-4514-939b-86d6aed2c20f,,,,,,200,139.0,140.0,0.0,140.0,,,,,,,,
40842e47-0de5-4b53-a19c-e96a6182b86d,,,,,,200,134.0,136.0,4.0,136.0,,,,,,,,
076f8df8-54ef-45fd-8708-aaf9d12d27df,,,,,,200,86.0,88.0,0.0,88.0,,,,,,,,
52c66c05-febb-4a95-b687-c7165999493f,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
1b42eea3-0c69-4dcc-a2e0-8ddec9213de3,,,,,,200,113.0,112.0,0.0,112.0,,,,,,,,
007aba3f-c8fc-48cf-b16f-91f4cb7f1ce5,,,,,,200,79.0,80.0,0.0,80.0,,,,,,,,
67060c36-ffda-4c22-9d52-5fae2a710527,,,,,,200,82.0,80.0,0.0,80.0,,,,,,,,
216963b3-5a4a-4e8d-a100-ca9943839938,,,,,,200,108.0,104.0,0.0,104.0,,,,,,,,
1ea89e48-8a90-4bfe-9f53-8629efe3d7a0,,,,,,200,115.0,112.0,0.0,112.0,,,,,,,,
4a8b0556-cacb-4e64-8d42-a95b3d3bb939,,,,,,200,116.0,112.0,0.0,112.0,,,,,,,,
52d772fa-6083-49c8-a396-1ab4a1c924df,,,,,,200,131.0,132.0,0.0,132.0,,,,,,,,
f205ace0-660e-4005-96d5-63a37597ea4d,,,,,,200,75.0,76.0,4.0,76.0,,,,,,,,
77ee0779-2757-4f24-8f52-a14e617da8c1,,,,,,200,74.0,72.0,0.0,72.0,,,,,,,,
3fe16f3a-6ab4-4485-a382-fa2d8433310c,,,,,,200,78.0,80.0,0.0,80.0,,,,,,,,
52119ae6-f3b0-47c3-a29c-38444592c918,,,,,,200,138.0,136.0,0.0,136.0,,,,,,,,
bf70607a-c02a-4c69-ab63-2d359ed56955,,,,,,200,75.0,72.0,0.0,72.0,,,,,,,,
33a7448d-7551-4ba4-89da-8b8940ce2b8c,,,,,,200,67.0,68.0,0.0,68.0,,,,,,,,
e9ab3a70-8dee-450d-b6e0-539c78cdbd3b,,,,,,200,81.0,80.0,0.0,80.0,,,,,,,,
2c8d7ecd-4ab6-49b6-95d0-56cdc9295751,,,,,,200,68.0,68.0,0.0,68.0,,,,,,,,
1d87242a-615d-46f9-bb89-5e6fffe5bea6,,,,,,200,92.0,92.0,0.0,92.0,,,,,,,,
7f68da73-569a-4249-966d-ef71ec4f9701,,,,,,200,79.0,76.0,0.0,76.0,,,,,,,,
807715d5-c631-4907-be10-abfdf1858857,,,,,,200,84.0,84.0,4.0,84.0,,,,,,,,
e3bde20f-6a32-4598-894a-2f4d546bd2cf,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
04bea79b-45b9-4110-b7c8-e2b0d3b2c7a3,,,,,,200,105.0,104.0,0.0,104.0,,,,,,,,
28e6e953-fb01-457e-b41b-67f6d26c1a6c,,,,,,200,87.0,88.0,4.0,88.0,,,,,,,,
d0888bb5-f76a-41b1-b1af-b3b994be457d,,,,,,200,87.0,88.0,0.0,88.0,,,,,,,,
0b129dbf-ef85-4172-941f-5fc933524035,,,,,,200,78.0,80.0,4.0,80.0,,,,,,,,
f469339d-1b58-458c-9811-20e1dc9cff3f,,,,,,200,70.0,72.0,0.0,72.0,,,,,,,,
8d48c215-53a7-4718-83a1-70f161e7426a,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
a8f29b63-b7c9-4247-84a1-3d7b1640b609,,,,,,200,164.0,164.0,0.0,164.0,,,,,,,,
fd52c582-f1a9-40fd-83bc-023a3d11f5ee,,,,,,200,162.0,164.0,0.0,164.0,,,,,,,,
ec142ca9-1498-4d84-b28e-177b086e9856,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
c1bc1dd3-0863-4e3d-ac43-238bc850031d,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
91f1c469-025e-40c7-819b-522d478b3b08,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
8a82cbf2-1bca-4d4a-a348-b429e7de190b,,,,,,200,67.0,68.0,0.0,68.0,,,,,,,,
84d0bd48-0ef3-46c0-afe3-316d3e8e0b46,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
13b330fb-ebcb-4bd5-a344-2b4e912dd4fd,,,,,,200,80.0,80.0,4.0,80.0,,,,,,,,
065980ff-34c7-43cb-991f-fd99c6ab46c6,,,,,,200,84.0,80.0,4.0,80.0,,,,,,,,
2a60bee5-59dd-4710-bb7c-e6dae7f4e90f,,,,,,200,96.0,96.0,0.0,96.0,,,,,,,,
8c429aa8-4f07-46a3-9c6f-4265af602d38,,,,,,200,98.0,96.0,0.0,96.0,,,,,,,,
39179a61-3909-410d-8de0-d586f02672ef,,,,,,200,97.0,92.0,0.0,92.0,,,,,,,,
54253818-18ef-41be-9343-a2cae6f0706b,,,,,,200,110.0,112.0,0.0,112.0,,,,,,,,
1b64ca76-c3d3-49d7-8d2b-fedb7cc19d01,,,,,,200,103.0,104.0,4.0,104.0,,,,,,,,
b265c4b0-58fd-49f8-bdb4-bfe468c84081,,,,,,200,70.0,72.0,0.0,72.0,,,,,,,,
dbcb3330-9c65-4157-b1cd-d477e6398135,,,,,,200,186.0,188.0,0.0,188.0,,,,,,,,
90ce1f90-b50d-4df9-9bff-470a4bdb0bc2,,,,,,200,178.0,176.0,0.0,176.0,,,,,,,,
1618a53e-fba2-4114-a5a8-6dee9e423b2a,,,,,,200,93.0,92.0,0.0,92.0,,,,,,,,
aed2680d-20a5-472b-b648-40f776e56899,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
fa3b26e9-b6dd-4113-947c-015fb9a97c18,,,,,,200,72.0,68.0,0.0,68.0,,,,,,,,
a2f1ad47-e392-4c83-a298-c39860e05d97,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
9bea54a1-8c03-46a1-9556-d375a4bd22f4,,,,,,200,71.0,68.0,0.0,68.0,,,,,,,,
6fced309-e364-4ad1-8464-331dc4c45db4,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
45defae6-f586-4d1b-b331-25c2a561825e,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
145f3f23-2825-49c1-8981-9c826638ead0,,,,,,200,97.0,96.0,0.0,96.0,,,,,,,,
8f682de3-3b52-46d6-86e2-fd0101a8b827,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
2c1e3f2f-3beb-48e3-a87f-723d3c6f892c,,,,,,200,90.0,92.0,0.0,92.0,,,,,,,,
3ea947ea-777b-4e3e-9523-18bc4333c07e,,,,,,200,82.0,84.0,4.0,84.0,,,,,,,,
be664ad2-7de0-42bc-a012-21ffcbd29c91,,,,,,200,77.0,76.0,0.0,76.0,,,,,,,,
f4b6d674-beee-4ac4-b3ca-615f71bd8e04,,,,,,200,316.0,316.0,0.0,316.0,,,,,,,,
62e7735e-e18e-44c1-b798-65c4fc8e8b30,,,,,,200,332.0,332.0,0.0,332.0,,,,,,,,
71b7442a-65f7-4bb0-b267-6d680759bd4e,,,,,,200,127.0,128.0,0.0,128.0,,,,,,,,
f21821fd-826f-4e48-9fd6-dbfc32027ba8,,,,,,200,111.0,108.0,0.0,108.0,,,,,,,,
1519319c-f496-428f-9ad5-b4c4605b082e,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
c477d113-5fdd-413a-bda4-247f2f3518ad,,,,,,200,142.0,140.0,0.0,140.0,,,,,,,,
5ad5e27f-b9db-4676-a2c3-aee357aa1ae7,,,,,,200,83.0,80.0,0.0,80.0,,,,,,,,
4517cd8c-718d-43f4-a2bc-e65e0d757aed,,,,,,200,105.0,108.0,0.0,108.0,,,,,,,,
b46b2ac9-13bb-4a91-8616-0504f658dc71,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
86a0de78-775d-4177-8c5b-3758d487a9df,,,,,,200,101.0,100.0,0.0,100.0,,,,,,,,
04ca6425-6f12-4a0f-83ec-1510cc1f3052,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
02fccbff-5674-42b8-bb57-5989b54d6dd0,,,,,,200,68.0,68.0,0.0,68.0,,,,,,,,
a55fabad-8360-4633-b852-d26f8e80b621,,,,,,200,147.0,144.0,0.0,144.0,,,,,,,,
2a56c669-1264-4ec6-a876-077dc4206cc7,,,,,,200,178.0,176.0,0.0,176.0,,,,,,,,
795adff8-cf63-4eaf-a63b-369d3840c8e7,,,,,,200,212.0,212.0,0.0,212.0,,,,,,,,
df18c3aa-f07e-43d5-b430-58458db389d0,,,,,,200,96.0,96.0,0.0,96.0,,,,,,,,
80815d23-fba9-4655-a650-0ac6ae553dfb,,,,,,200,100.0,100.0,0.0,100.0,,,,,,,,
7fcc5e66-6534-42f0-aa60-e339c5f9a05a,,,,,,200,328.0,328.0,4.0,328.0,,,,,,,,
3ae409f2-aed9-4267-b426-407194d2e07e,,,,,,200,363.0,364.0,0.0,364.0,,,,,,,,
77eb74ea-61b6-4378-ba68-8966766b3f47,,,,,,200,429.0,428.0,0.0,428.0,,,,,,,,
b652971e-c12f-4c19-9367-0d1fddd27fd8,,,,,,200,445.0,444.0,0.0,444.0,,,,,,,,
c55b99dc-7a38-40c8-963a-262b198405d4,,,,,,200,296.0,296.0,0.0,296.0,,,,,,,,
82d49c24-ed02-4086-ae25-f130c6c13b69,,,,,,200,69.0,68.0,0.0,68.0,,,,,,,,
4a68ebed-eab6-458f-9f29-2028f64a69a9,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
63b9e314-17b8-456f-9608-d80053f18039,,,,,,200,75.0,72.0,0.0,72.0,,,,,,,,
aee7b686-57bc-45af-9e97-de3f357ee947,,,,,,200,78.0,80.0,4.0,80.0,,,,,,,,
6567201a-a06a-4cfa-a641-fe913f570d3d,,,,,,200,85.0,88.0,0.0,88.0,,,,,,,,
9fe42444-f93b-4f71-9917-452ff01f5d05,,,,,,200,68.0,68.0,0.0,68.0,,,,,,,,
29fa8d11-d002-48a1-8085-2f2e97a6c9b3,,,,,,200,75.0,72.0,0.0,72.0,,,,,,,,
6b1bd266-89e2-4eae-b362-75202973a630,,,,,,200,94.0,92.0,0.0,92.0,,,,,,,,
bac4c8fa-8c13-4d1a-a401-3f4c184ad3e3,,,,,,200,869.0,868.0,0.0,868.0,,,,,,,,
30cd754a-4014-47d1-bd69-99ca3524548b,,,,,,200,774.0,772.0,0.0,772.0,,,,,,,,
ea04bf87-9396-4645-ad84-f30691764ec4,,,,,,200,334.0,336.0,0.0,336.0,,,,,,,,
4d19478e-c9dc-499d-b9d2-4d5f84a424d0,,,,,,200,259.0,260.0,48.0,260.0,,,,,,,,
792ff3c4-0cb3-4924-b93a-033fa4127fd9,,,,,,200,813.0,812.0,0.0,812.0,,,,,,,,
9eda08ea-94a2-4be3-99a2-e6ee6df7c94c,,,,,,200,538.0,536.0,0.0,536.0,,,,,,,,
4fbc8b58-5ff3-4a5c-8eda-c068b36fd917,,,,,,200,92.0,92.0,4.0,92.0,,,,,,,,
48423b24-46cc-4592-9dae-ddbc8af32d9c,,,,,,200,96.0,96.0,0.0,96.0,,,,,,,,
642b5134-7ebb-4a16-aa54-baf208d55d52,,,,,,200,85.0,84.0,0.0,84.0,,,,,,,,
9b437227-1037-4789-88a8-e9b86c5eb76d,,,,,,200,133.0,132.0,0.0,132.0,,,,,,,,
56f34f6e-87ae-42eb-beec-9d2fae77d78d,,,,,,200,83.0,84.0,4.0,84.0,,,,,,,,
3fb3b9b4-16c7-44b3-93ad-7208ae6af56a,,,,,,200,88.0,84.0,0.0,84.0,,,,,,,,
6775f1ac-8d8b-45bd-90bf-71ade936fe7a,,,,,,200,76.0,76.0,0.0,76.0,,,,,,,,
b0c2b8fe-bf89-4293-805c-a2578f01ecb7,,,,,,200,81.0,80.0,0.0,80.0,,,,,,,,
280c6f11-dbc3-4bb4-ac3f-82c35a584c72,,,,,,200,79.0,76.0,0.0,76.0,,,,,,,,
e2e97ba2-6427-452a-90a2-d363c57083c0,,,,,,200,80.0,80.0,0.0,80.0,,,,,,,,
63694e92-ce64-417e-91b8-741354a08852,,,,,,200,307.0,308.0,0.0,308.0,,,,,,,,
7086a616-6b44-41e1-bfae-f05e74c1213a,,,,,,200,195.0,196.0,0.0,196.0,,,,,,,,
d21d859e-7e4e-4f85-aa58-939529e364f8,,,,,,200,77.0,72.0,0.0,72.0,,,,,,,,
e0bbe4cc-7095-4a9f-a0d7-5a125b8ea1e2,,,,,,200,99.0,100.0,4.0,100.0,,,,,,,,
f8d2d79e-1627-4ae7-830e-449459734be8,,,,,,200,92.0,92.0,0.0,92.0,,,,,,,,
85a3bbc7-f5f2-4562-b80d-d8a5fc6ac3fc,,,,,,200,84.0,84.0,4.0,84.0,,,,,,,,
d14ee165-73bf-4977-8385-8a8d56fa7a18,,,,,,200,76.0,76.0,0.0,76.0,,,,,,,,
7b870971-471f-4599-8fcd-4a3bd5afe135,,,,,,200,73.0,72.0,0.0,72.0,,,,,,,,
94eb7e84-7030-49e8-a951-f0295e8ead00,,,,,,200,90.0,88.0,0.0,88.0,,,,,,,,
39ded129-42ca-4161-977b-4db765853f89,,,,,,200,90.0,88.0,0.0,88.0,,,,,,,,
85a851bc-fd54-4091-9201-b254911471b1,,,,,,200,83.0,84.0,0.0,84.0,,,,,,,,
cc9df89d-d6bc-4e5c-8481-3ae46d66e7a4,,,,,,200,71.0,72.0,0.0,72.0,,,,,,,,
74e5a0e1-0c6b-493b-b0de-428caf980d9b,,,,,,200,94.0,100.0,4.0,100.0,,,,,,,,
f3477c1f-8b6b-41c8-9bc7-2cff5a921216,,,,,,200,88.0,88.0,0.0,88.0,,,,,,,,
7f5affc4-6556-4477-8301-92888a1a9f3f,,,,,,200,102.0,100.0,0.0,100.0,,,,,,,,
50a4761a-a584-4d85-8741-a7db67ad1e68,,,,,,200,82.0,84.0,0.0,84.0,,,,,,,,
86657a1f-4109-4b8e-a1de-2257bd28a2fa,,,,,,200,113.0,116.0,4.0,116.0,,,,,,,,
f3fae50c-e0dc-4fe8-8fb8-632a4680881c,,,,,,200,362.0,360.0,0.0,360.0,,,,,,,,
7063fe49-9aa6-4506-b24a-42b92fcdaeb9,,,,,,200,109.0,108.0,0.0,108.0,,,,,,,,
6cd00098-03b2-447d-bede-575fe33b2d4c,,,,,,200,117.0,116.0,0.0,116.0,,,,,,,,
998d93b0-cc48-419e-a9ce-365920eeae7e,,,,,,200,82.0,80.0,0.0,80.0,,,,,,,,
6a1dcecc-4e02-4f2d-b5ac-2fd1105914e3,,,,,,200,86.0,84.0,0.0,84.0,,,,,,,,
3618b4cb-a39b-4823-b772-380b6c56eff2,,,,,,200,75.0,72.0,0.0,72.0,,,,,,,,
